openness,agreeableness,emotional_stability,conscientiousness,extraversion,,counter,absoluteDifference,averageAbsoluteDifference,1070203
20,30,40,60,15,"	",1537,15370,10,
35,35,25,65,15,"	",84,840,10,
45,35,50,40,15,"	",1007,10070,10,
50,35,45,30,25,"	",688,6880,10,
55,40,65,25,35,"	",242,2420,10,
55,50,30,50,40,"	",67,670,10,
55,50,65,55,55,"	",1210,12100,10,
55,55,45,35,30,"	",591,5910,10,
55,70,50,60,10,"	",357,3570,10,
65,45,60,40,60,"	",488,4880,10,
70,30,70,70,15,"	",1636,16360,10,
70,45,40,65,45,"	",190,1900,10,
70,55,25,65,70,"	",568,5680,10,
70,65,55,40,40,"	",334,3340,10,
30,25,35,20,65,"	",253,2277,9,11470
35,55,45,60,20,"	",571,5139,9,
40,45,35,60,30,"	",203,1827,9,
40,45,45,55,45,"	",785,7065,9,
45,30,50,30,20,"	",1536,13824,9,
45,45,20,50,25,"	",263,2367,9,
50,60,60,50,45,"	",1261,11349,9,
50,65,45,20,15,"	",440,3960,9,
55,25,30,55,20,"	",719,6471,9,
55,30,25,30,25,"	",545,4905,9,
55,45,40,45,40,"	",1414,12726,9,
55,55,45,45,15,"	",192,1728,9,
60,55,55,60,50,"	",1563,14067,9,
65,45,40,65,40,"	",416,3744,9,
65,45,65,35,60,"	",66,594,9,
65,65,70,70,25,"	",22,198,9,
70,30,35,35,55,"	",72,648,9,
70,35,55,45,40,"	",541,4869,9,
70,40,30,20,40,"	",178,1602,9,
70,40,35,30,50,"	",211,1899,9,
70,45,35,35,45,"	",219,1971,9,
25,35,20,25,20,"	",703,5624,8,22045
25,35,50,70,10,"	",279,2232,8,
25,60,65,65,10,"	",139,1112,8,
35,45,50,50,30,"	",558,4464,8,
40,10,20,45,55,"	",480,3840,8,
40,35,35,40,40,"	",32,256,8,
40,35,45,60,35,"	",649,5192,8,
40,40,40,40,35,"	",22,176,8,
40,40,45,40,35,"	",24,192,8,
40,45,40,55,45,"	",335,2680,8,
40,55,50,45,25,"	",1198,9584,8,
40,65,50,65,20,"	",962,7696,8,
45,30,40,45,40,"	",736,5888,8,
45,35,35,40,25,"	",38,304,8,
45,35,40,55,20,"	",379,3032,8,
45,35,50,40,30,"	",110,880,8,
45,35,60,55,10,"	",196,1568,8,
45,45,60,55,10,"	",397,3176,8,
45,55,70,55,20,"	",152,1216,8,
50,30,25,35,40,"	",569,4552,8,
50,30,35,40,25,"	",346,2768,8,
50,35,65,45,45,"	",147,1176,8,
55,20,20,15,25,"	",542,4336,8,
55,20,45,70,20,"	",663,5304,8,
55,30,65,55,50,"	",519,4152,8,
55,40,50,35,40,"	",572,4576,8,
55,40,65,60,55,"	",118,944,8,
55,45,60,70,45,"	",109,872,8,
55,45,65,50,50,"	",31,248,8,
60,35,50,55,40,"	",76,608,8,
60,45,35,25,45,"	",309,2472,8,
60,55,30,25,40,"	",1106,8848,8,
60,65,70,50,30,"	",921,7368,8,
65,30,60,55,25,"	",456,3648,8,
65,35,35,40,30,"	",1145,9160,8,
65,40,20,45,60,"	",1133,9064,8,
65,40,30,45,35,"	",218,1744,8,
65,40,45,35,15,"	",224,1792,8,
65,45,30,25,25,"	",529,4232,8,
65,45,50,50,40,"	",70,560,8,
65,50,30,15,30,"	",418,3344,8,
65,50,50,45,45,"	",19,152,8,
65,55,60,20,50,"	",335,2680,8,
65,60,40,40,30,"	",79,632,8,
65,70,65,60,55,"	",1502,12016,8,
70,30,60,60,50,"	",570,4560,8,
70,35,70,65,40,"	",801,6408,8,
70,40,50,50,35,"	",164,1312,8,
70,40,50,70,25,"	",664,5312,8,
70,40,60,70,45,"	",203,1624,8,
70,65,60,25,55,"	",98,784,8,
15,45,60,55,15,"	",1180,8260,7,
20,50,35,70,10,"	",22,154,7,
30,45,60,65,60,"	",68,476,7,
30,55,50,40,10,"	",131,917,7,
35,35,50,35,25,"	",593,4151,7,
35,55,60,65,35,"	",419,2933,7,
40,20,30,45,20,"	",206,1442,7,
40,35,30,35,20,"	",1167,8169,7,
40,35,40,40,40,"	",75,525,7,
40,40,40,45,35,"	",1177,9078,7,
40,45,50,20,20,"	",148,1036,7,
40,45,55,55,60,"	",1056,7392,7,
40,50,45,30,35,"	",207,1449,7,
40,60,25,55,20,"	",833,5831,7,
45,35,55,45,30,"	",88,616,7,
45,35,70,60,20,"	",1000,7000,7,
45,40,45,45,40,"	",453,3171,7,
45,40,50,70,40,"	",441,3087,7,
45,40,60,50,35,"	",1263,8841,7,
45,45,60,70,20,"	",1267,8869,7,
45,45,65,60,50,"	",1292,9044,7,
45,60,65,50,40,"	",821,5747,7,
50,25,60,60,20,"	",390,2730,7,
50,30,55,70,25,"	",38,266,7,
50,30,60,55,20,"	",177,1239,7,
50,40,20,25,55,"	",1072,7504,7,
50,40,50,60,65,"	",818,5726,7,
50,45,30,30,30,"	",46,322,7,
50,45,65,50,50,"	",232,1624,7,
50,50,20,60,15,"	",221,1547,7,
50,50,45,50,50,"	",54,378,7,
50,50,45,65,20,"	",1313,9191,7,
50,55,40,30,30,"	",566,3962,7,
50,55,40,45,15,"	",1165,8155,7,
55,25,20,20,30,"	",913,6391,7,
55,25,35,70,15,"	",507,3549,7,
55,30,35,50,25,"	",112,784,7,
55,30,45,55,25,"	",134,938,7,
55,30,55,30,65,"	",490,3430,7,
55,35,20,40,45,"	",122,854,7,
55,35,35,35,30,"	",2193,15351,7,
55,35,35,40,35,"	",1272,8904,7,
55,35,50,45,55,"	",2828,19796,7,
55,35,65,60,20,"	",894,6258,7,
55,40,40,70,30,"	",153,1071,7,
55,40,60,70,55,"	",48,336,7,
55,45,35,55,30,"	",2253,15771,7,
55,50,70,70,50,"	",100,700,7,
55,55,55,65,10,"	",171,1197,7,
55,55,60,55,20,"	",328,2296,7,
60,20,45,55,25,"	",333,2331,7,
60,30,60,65,20,"	",385,2695,7,
60,30,65,70,20,"	",638,4466,7,
60,30,70,70,35,"	",1309,9163,7,
60,35,30,50,45,"	",117,819,7,
60,35,50,30,35,"	",556,3892,7,
60,40,30,55,55,"	",467,3269,7,
60,40,40,40,30,"	",64,448,7,
60,40,40,50,40,"	",121,847,7,
60,40,40,55,25,"	",684,4788,7,
60,40,45,40,55,"	",544,3808,7,
60,40,65,60,20,"	",1139,7973,7,
60,45,30,55,40,"	",767,5369,7,
60,45,70,70,25,"	",311,2177,7,
60,50,45,40,20,"	",838,5866,7,
60,55,50,45,10,"	",1021,7147,7,
60,55,65,60,40,"	",1194,8358,7,
60,65,55,40,65,"	",74,518,7,
65,25,55,40,25,"	",1028,7196,7,
65,40,65,40,10,"	",95,665,7,
65,40,65,50,55,"	",1891,13237,7,
65,45,35,65,60,"	",223,1561,7,
65,45,65,50,40,"	",2384,16688,7,
65,55,40,55,45,"	",109,763,7,
65,55,60,60,35,"	",50,350,7,
65,60,60,40,40,"	",2855,20917,7,
65,70,45,70,60,"	",20,140,7,
70,30,40,60,35,"	",672,4704,7,
70,30,60,35,25,"	",450,3150,7,
70,30,70,25,40,"	",31,217,7,
70,30,70,45,10,"	",59,413,7,
70,50,30,50,45,"	",28,196,7,
70,50,50,30,70,"	",23,161,7,
70,50,55,25,70,"	",1715,12005,7,
70,50,60,65,55,"	",357,2499,7,
70,55,35,45,20,"	",615,4305,7,
70,60,55,35,30,"	",332,2324,7,
15,40,60,40,15,"	",183,1098,6,
20,35,50,50,20,"	",561,3366,6,
25,40,60,45,30,"	",3790,22740,6,
35,35,30,35,30,"	",86,516,6,
35,35,35,70,45,"	",16,96,6,
35,40,40,45,15,"	",103,618,6,
40,30,30,50,40,"	",1800,10800,6,
40,35,25,60,25,"	",2290,13740,6,
40,40,40,30,25,"	",289,1734,6,
40,45,45,50,50,"	",91,546,6,
40,50,50,50,30,"	",343,2058,6,
40,60,55,40,20,"	",1427,8562,6,
45,20,20,10,55,"	",54,324,6,
45,25,45,50,20,"	",23,138,6,
45,30,65,30,40,"	",81,486,6,
45,40,35,45,35,"	",249,1494,6,
45,40,45,45,30,"	",85,510,6,
45,40,55,35,50,"	",1023,6138,6,
45,40,55,65,45,"	",151,906,6,
45,40,70,60,45,"	",72,432,6,
45,45,35,45,50,"	",17,102,6,
45,50,40,40,55,"	",22,132,6,
45,50,55,55,25,"	",718,4308,6,
45,60,50,55,25,"	",77,462,6,
50,25,35,10,15,"	",393,2358,6,
50,30,35,55,35,"	",257,1542,6,
50,30,55,30,65,"	",62,372,6,
50,30,65,50,20,"	",542,3252,6,
50,35,15,35,15,"	",59,354,6,
50,35,60,65,40,"	",2,12,6,
50,35,70,65,25,"	",85,510,6,
50,40,25,40,35,"	",118,708,6,
50,40,40,50,40,"	",198,1370,6,
50,40,55,40,65,"	",18,108,6,
50,45,35,35,20,"	",237,1422,6,
50,45,60,35,35,"	",18,108,6,
50,50,35,35,50,"	",110,660,6,
50,50,40,40,25,"	",302,1812,6,
50,50,60,60,55,"	",391,2346,6,
50,55,40,50,20,"	",166,996,6,
50,60,15,30,15,"	",1794,10764,6,
55,10,55,70,10,"	",1191,7146,6,
55,35,20,35,15,"	",162,972,6,
55,35,25,50,35,"	",79,474,6,
55,35,40,35,30,"	",1521,9126,6,
55,40,40,45,20,"	",146,876,6,
55,45,60,35,35,"	",503,3018,6,
55,50,40,70,50,"	",25,150,6,
55,50,45,50,35,"	",70,420,6,
55,55,20,55,40,"	",101,606,6,
55,55,40,45,30,"	",1320,7920,6,
55,55,65,25,20,"	",543,3258,6,
55,60,50,45,50,"	",31,186,6,
60,30,25,20,35,"	",172,1032,6,
60,30,60,40,40,"	",55,330,6,
60,35,40,50,50,"	",52,312,6,
60,35,50,50,10,"	",39,234,6,
60,35,55,70,35,"	",143,858,6,
60,40,20,15,10,"	",60,360,6,
60,40,35,25,60,"	",234,1404,6,
60,40,40,40,40,"	",195,1170,6,
60,40,45,45,35,"	",2765,16590,6,
60,40,45,45,60,"	",24,144,6,
60,40,55,40,35,"	",24,144,6,
60,40,55,60,35,"	",836,5016,6,
60,45,25,25,40,"	",81,486,6,
60,45,55,35,20,"	",628,3768,6,
60,45,60,60,50,"	",687,4122,6,
60,55,55,40,40,"	",174,1044,6,
60,65,30,60,45,"	",107,642,6,
60,70,70,55,60,"	",250,1500,6,
65,40,60,50,40,"	",85,510,6,
65,40,65,60,25,"	",183,1098,6,
65,50,25,60,30,"	",117,702,6,
65,50,55,55,45,"	",56,336,6,
65,55,25,45,65,"	",63,378,6,
65,65,60,70,50,"	",33,198,6,
70,30,55,60,70,"	",304,1824,6,
70,30,65,65,20,"	",1005,6030,6,
70,30,70,60,45,"	",621,3726,6,
70,40,35,30,30,"	",31,186,6,
70,40,35,35,65,"	",641,3846,6,
70,40,40,70,40,"	",171,1026,6,
70,40,60,60,30,"	",464,2784,6,
70,50,45,60,45,"	",264,1584,6,
70,50,65,45,50,"	",149,894,6,
70,55,35,70,70,"	",20,120,6,
70,55,45,40,70,"	",303,1818,6,
70,70,45,40,30,"	",310,1860,6,
25,45,50,55,30,"	",1891,9455,5,
25,55,50,60,35,"	",113,565,5,
30,45,45,35,20,"	",75,375,5,
30,50,45,40,15,"	",301,1505,5,
35,25,40,50,25,"	",3551,17755,5,
35,30,45,50,20,"	",907,4535,5,
35,30,55,55,20,"	",30,150,5,
35,35,40,60,20,"	",141,705,5,
35,40,50,50,30,"	",107,535,5,
35,40,50,65,45,"	",187,935,5,
35,40,55,55,35,"	",909,4545,5,
35,45,35,35,40,"	",393,1965,5,
35,50,45,50,15,"	",477,2385,5,
35,50,55,25,30,"	",98,490,5,
35,60,55,70,40,"	",1403,7015,5,
40,25,25,25,30,"	",34,170,5,
40,25,40,45,30,"	",134,670,5,
40,25,55,45,10,"	",167,835,5,
40,30,30,55,15,"	",268,1340,5,
40,30,40,50,10,"	",1379,6895,5,
40,40,40,55,10,"	",78,390,5,
40,45,55,60,35,"	",221,1105,5,
40,45,55,65,40,"	",398,1990,5,
40,45,65,35,30,"	",354,1770,5,
40,50,10,50,55,"	",30,150,5,
40,50,20,25,30,"	",439,2195,5,
40,50,40,30,35,"	",686,3430,5,
40,55,45,30,15,"	",36,180,5,
40,60,30,50,15,"	",106,530,5,
40,60,50,50,30,"	",17,85,5,
40,60,60,50,25,"	",23,115,5,
45,15,70,70,10,"	",1894,9470,5,
45,25,45,25,20,"	",7940,39700,5,
45,30,25,55,10,"	",98,490,5,
45,30,40,50,40,"	",501,2505,5,
45,30,40,55,15,"	",304,1520,5,
45,30,45,45,20,"	",41,205,5,
45,30,45,50,10,"	",368,1840,5,
45,30,50,35,35,"	",791,3955,5,
45,30,50,50,20,"	",535,2675,5,
45,35,30,35,25,"	",459,2295,5,
45,35,45,40,15,"	",618,3090,5,
45,35,55,55,35,"	",366,1830,5,
45,40,35,40,35,"	",110,550,5,
45,40,40,40,10,"	",104,520,5,
45,40,45,50,10,"	",779,3895,5,
45,40,50,35,20,"	",123,615,5,
45,40,50,50,25,"	",730,3650,5,
45,45,25,45,40,"	",123,615,5,
45,45,50,55,20,"	",1026,5130,5,
45,50,40,30,15,"	",282,1410,5,
45,50,60,70,25,"	",118,590,5,
50,20,15,30,40,"	",62,310,5,
50,25,55,60,30,"	",648,3240,5,
50,30,20,25,50,"	",33,165,5,
50,30,20,30,20,"	",354,1770,5,
50,30,40,55,40,"	",696,3480,5,
50,30,45,40,20,"	",521,2605,5,
50,30,50,60,40,"	",151,755,5,
50,30,60,50,35,"	",64,320,5,
50,35,15,60,20,"	",73,365,5,
50,35,30,45,50,"	",31,155,5,
50,35,35,40,50,"	",37,185,5,
50,35,40,30,50,"	",1399,6995,5,
50,35,55,30,50,"	",55,275,5,
50,35,55,45,35,"	",346,1730,5,
50,35,65,60,35,"	",707,3535,5,
50,40,25,45,40,"	",32,160,5,
50,40,40,35,40,"	",441,2205,5,
50,40,40,45,45,"	",816,4080,5,
50,40,50,40,40,"	",292,1460,5,
50,40,55,60,35,"	",47,235,5,
50,40,65,60,20,"	",937,4685,5,
50,45,45,30,55,"	",804,4020,5,
50,45,45,45,50,"	",1011,5055,5,
50,45,55,45,20,"	",314,1570,5,
50,45,60,40,15,"	",1638,8190,5,
50,50,30,45,20,"	",83,415,5,
50,50,50,35,20,"	",790,3950,5,
50,55,35,20,25,"	",150,750,5,
50,55,40,30,45,"	",27,135,5,
50,55,60,45,20,"	",4345,21725,5,
50,60,55,65,40,"	",24,120,5,
50,60,70,50,35,"	",382,1910,5,
50,65,40,40,25,"	",2328,11640,5,
55,20,25,60,25,"	",1001,5005,5,
55,20,35,35,10,"	",1206,6030,5,
55,20,60,55,25,"	",655,3275,5,
55,30,30,60,35,"	",304,1520,5,
55,35,20,50,25,"	",72,360,5,
55,35,35,30,25,"	",731,3655,5,
55,35,35,60,25,"	",429,2145,5,
55,35,55,40,55,"	",32,160,5,
55,35,55,55,45,"	",994,4970,5,
55,40,35,55,40,"	",898,4730,5,
55,40,45,35,70,"	",43,215,5,
55,40,45,50,25,"	",523,2615,5,
55,40,50,40,35,"	",245,1225,5,
55,40,60,40,30,"	",269,1345,5,
55,45,15,30,20,"	",410,2050,5,
55,45,40,45,25,"	",21,105,5,
55,45,45,55,25,"	",156,780,5,
55,45,45,60,25,"	",25,125,5,
55,45,60,30,40,"	",2489,12445,5,
55,45,65,65,25,"	",282,1410,5,
55,50,40,45,35,"	",202,1010,5,
55,50,55,40,25,"	",463,2315,5,
55,50,65,55,20,"	",977,4885,5,
55,50,70,50,40,"	",16,80,5,
55,50,70,55,35,"	",98,490,5,
55,55,40,20,60,"	",155,775,5,
55,55,45,20,50,"	",1026,5130,5,
55,60,40,35,15,"	",1406,7030,5,
55,60,40,45,50,"	",359,1795,5,
55,65,35,45,55,"	",1016,5080,5,
55,65,40,30,40,"	",1293,6465,5,
55,65,55,55,55,"	",754,3770,5,
55,65,60,60,50,"	",431,2155,5,
55,65,60,65,45,"	",37,185,5,
60,15,25,55,25,"	",144,720,5,
60,15,30,15,15,"	",36,180,5,
60,20,40,50,45,"	",70,350,5,
60,20,70,60,15,"	",223,1115,5,
60,25,30,30,25,"	",4515,22575,5,
60,25,30,45,25,"	",560,2800,5,
60,25,50,65,20,"	",312,1560,5,
60,30,55,70,35,"	",1003,5015,5,
60,35,20,60,55,"	",235,1175,5,
60,35,30,60,35,"	",210,1050,5,
60,35,35,35,45,"	",1276,6380,5,
60,35,40,50,30,"	",768,3840,5,
60,35,45,15,25,"	",609,3045,5,
60,35,45,40,60,"	",61,305,5,
60,40,35,65,15,"	",742,3710,5,
60,40,40,35,35,"	",1775,10398,5,
60,40,45,50,40,"	",401,2005,5,
60,40,45,55,30,"	",21,105,5,
60,40,65,55,15,"	",79,395,5,
60,40,70,60,40,"	",319,1595,5,
60,45,25,25,45,"	",455,2275,5,
60,45,30,35,45,"	",548,2740,5,
60,45,35,25,60,"	",109,545,5,
60,45,40,25,40,"	",225,1125,5,
60,45,45,45,45,"	",35883,179415,5,
60,45,50,50,35,"	",124,620,5,
60,45,50,60,35,"	",33,165,5,
60,45,60,25,45,"	",89,445,5,
60,50,20,40,30,"	",274,1370,5,
60,50,50,40,20,"	",1227,6135,5,
60,55,55,55,40,"	",413,2065,5,
60,65,55,60,35,"	",129,645,5,
60,70,55,40,40,"	",166,830,5,
65,30,30,45,20,"	",276,1380,5,
65,30,50,30,30,"	",1826,9130,5,
65,30,50,55,25,"	",96,480,5,
65,30,50,60,50,"	",538,2690,5,
65,30,55,40,45,"	",385,1925,5,
65,35,30,30,25,"	",835,4175,5,
65,35,30,35,25,"	",109,545,5,
65,35,30,45,55,"	",581,2905,5,
65,35,30,55,55,"	",501,2505,5,
65,35,35,60,20,"	",44,220,5,
65,35,40,65,60,"	",568,2840,5,
65,35,45,30,65,"	",712,3560,5,
65,35,55,60,40,"	",36,180,5,
65,35,70,60,20,"	",345,1725,5,
65,40,30,30,20,"	",298,1490,5,
65,40,35,30,45,"	",193,965,5,
65,40,45,50,60,"	",28,140,5,
65,45,25,40,25,"	",1360,6800,5,
65,45,40,70,15,"	",690,3450,5,
65,45,50,30,60,"	",69,345,5,
65,45,50,40,70,"	",949,4745,5,
65,45,65,60,25,"	",581,2905,5,
65,50,50,20,35,"	",248,1240,5,
65,50,55,60,60,"	",362,1810,5,
65,50,65,50,65,"	",1232,6160,5,
65,55,40,30,55,"	",132,660,5,
65,55,40,55,35,"	",58,290,5,
65,55,45,55,70,"	",80,400,5,
65,55,50,40,35,"	",1130,5650,5,
65,55,60,50,50,"	",205,1025,5,
65,55,70,50,70,"	",117,585,5,
65,55,70,55,30,"	",104,520,5,
65,55,70,60,55,"	",319,1595,5,
65,60,40,40,45,"	",15,75,5,
65,60,65,45,50,"	",339,1695,5,
65,65,25,65,20,"	",159,795,5,
65,65,40,40,55,"	",83,415,5,
65,65,40,45,10,"	",283,1415,5,
65,65,45,25,35,"	",208,1040,5,
70,25,50,35,25,"	",1737,8685,5,
70,30,65,40,45,"	",2614,13070,5,
70,40,10,25,70,"	",36,180,5,
70,40,30,30,35,"	",525,2625,5,
70,40,45,60,70,"	",206,1030,5,
70,40,45,65,15,"	",264,1320,5,
70,40,60,55,40,"	",829,4145,5,
70,45,25,25,45,"	",313,1565,5,
70,45,35,35,35,"	",22,110,5,
70,45,55,45,25,"	",66,330,5,
70,45,65,60,45,"	",1045,5225,5,
70,55,25,30,60,"	",221,1105,5,
70,55,25,45,15,"	",345,1725,5,
70,60,35,20,25,"	",636,3180,5,
70,60,55,45,15,"	",28,140,5,
70,60,65,45,20,"	",774,3870,5,
70,60,65,60,50,"	",41,205,5,
10,40,40,70,10,"	",1585,6340,4,
30,25,30,45,30,"	",393,1572,4,
30,30,50,25,20,"	",608,2432,4,
30,40,35,60,15,"	",1983,7932,4,
30,45,25,40,15,"	",152,608,4,
35,40,45,55,40,"	",471,1884,4,
35,40,60,50,15,"	",592,2368,4,
35,55,55,45,30,"	",40,160,4,
40,15,25,60,10,"	",681,2724,4,
40,20,25,55,20,"	",184,736,4,
40,25,60,50,20,"	",493,1972,4,
40,30,35,25,20,"	",93,372,4,
40,30,50,50,40,"	",315,1260,4,
40,30,55,35,25,"	",176,704,4,
40,35,35,25,25,"	",164,656,4,
40,35,35,40,15,"	",372,1488,4,
40,35,40,60,20,"	",1016,4064,4,
40,35,45,60,10,"	",845,3380,4,
40,40,40,55,25,"	",547,2188,4,
40,45,40,55,30,"	",58,232,4,
40,45,65,55,20,"	",710,2840,4,
40,50,40,50,20,"	",147,588,4,
40,50,50,40,35,"	",255,1020,4,
40,50,55,15,45,"	",356,1424,4,
40,55,20,35,20,"	",93,372,4,
40,65,50,40,55,"	",614,2456,4,
40,65,60,45,15,"	",143,572,4,
40,65,60,45,25,"	",568,2272,4,
45,15,15,10,15,"	",256,1024,4,
45,15,25,40,30,"	",243,972,4,
45,20,45,45,15,"	",248,992,4,
45,25,15,55,25,"	",320,1280,4,
45,30,50,50,45,"	",16,64,4,
45,30,65,45,30,"	",79,316,4,
45,35,20,65,30,"	",1601,6404,4,
45,35,40,50,15,"	",1001,4004,4,
45,35,60,55,30,"	",224,896,4,
45,40,30,50,40,"	",186,744,4,
45,40,35,50,30,"	",179,716,4,
45,40,40,50,40,"	",99,396,4,
45,40,45,45,60,"	",125,500,4,
45,40,45,60,30,"	",32,128,4,
45,40,60,50,40,"	",1031,4124,4,
45,45,30,40,30,"	",65,260,4,
45,45,35,60,45,"	",153,612,4,
45,45,45,40,25,"	",1500,6000,4,
45,45,55,35,25,"	",109,436,4,
45,45,55,40,50,"	",789,3156,4,
45,50,50,45,40,"	",966,3864,4,
45,55,20,40,50,"	",48,192,4,
45,55,55,40,25,"	",560,2240,4,
45,65,60,60,20,"	",116,464,4,
45,65,60,60,45,"	",91,364,4,
45,65,70,35,15,"	",448,1792,4,
50,10,35,35,35,"	",36,144,4,
50,20,25,35,30,"	",520,2080,4,
50,20,45,70,40,"	",66,264,4,
50,20,50,60,35,"	",444,1776,4,
50,20,55,55,35,"	",2377,9508,4,
50,25,45,50,20,"	",344,1376,4,
50,30,30,40,45,"	",167,668,4,
50,30,35,50,55,"	",421,1684,4,
50,30,45,50,35,"	",371,1484,4,
50,30,50,45,35,"	",276,1104,4,
50,30,50,70,20,"	",555,2220,4,
50,30,55,65,20,"	",53,212,4,
50,35,30,40,30,"	",957,3828,4,
50,35,30,40,40,"	",291,1164,4,
50,35,35,40,40,"	",587,2348,4,
50,35,45,55,35,"	",387,1548,4,
50,35,55,50,45,"	",29,116,4,
50,35,55,60,25,"	",215,860,4,
50,35,65,50,10,"	",122,488,4,
50,40,20,25,15,"	",758,3032,4,
50,40,40,40,50,"	",30,120,4,
50,40,40,50,30,"	",419,1676,4,
50,40,45,60,15,"	",563,2252,4,
50,40,50,50,30,"	",2104,8416,4,
50,40,55,45,35,"	",1172,4688,4,
50,40,55,65,60,"	",302,1208,4,
50,40,60,45,30,"	",575,2300,4,
50,40,60,70,25,"	",1065,4260,4,
50,45,25,35,20,"	",3292,13168,4,
50,45,65,50,30,"	",226,904,4,
50,50,20,25,10,"	",636,2544,4,
50,50,20,50,60,"	",291,1164,4,
50,50,30,35,25,"	",292,1168,4,
50,50,35,60,25,"	",587,2348,4,
50,50,40,30,40,"	",16,64,4,
50,50,55,50,40,"	",80,320,4,
50,55,35,30,50,"	",903,3612,4,
50,55,35,45,40,"	",648,2592,4,
50,55,35,50,15,"	",581,2324,4,
50,55,35,50,35,"	",47,188,4,
50,55,55,35,10,"	",2570,10280,4,
50,55,60,65,40,"	",750,3000,4,
50,60,40,60,40,"	",1161,4644,4,
50,65,50,35,65,"	",449,1796,4,
55,25,30,30,15,"	",1030,4120,4,
55,25,40,40,20,"	",445,1780,4,
55,25,50,65,45,"	",136,544,4,
55,30,35,50,30,"	",94,376,4,
55,35,30,25,50,"	",110,440,4,
55,35,50,55,35,"	",632,2528,4,
55,35,50,55,40,"	",1677,6708,4,
55,40,20,40,15,"	",2195,8780,4,
55,40,30,30,55,"	",26,104,4,
55,40,30,35,30,"	",1471,5884,4,
55,40,60,50,10,"	",317,1268,4,
55,40,60,60,40,"	",140,560,4,
55,40,65,40,30,"	",86,344,4,
